transaction_id,amount,currency,customer_id,created_at,status,stripe_transaction_id,fee,net_amount,settled_at
TXN-93F3C670,4722.88,USD,CUST-8331,2024-05-26 17:39:00,refunded,STR-TXN-93F3C670,137.26,4585.62,2024-05-28 17:39:00
TXN-EDE348DD,3414.04,GBP,CUST-2390,2024-08-18 14:57:00,refunded,STR-TXN-EDE348DD,99.31,3314.73,2024-08-20 14:57:00
TXN-1ACED3CA,3823.14,USD,CUST-5808,2024-11-26 20:43:00,settled,STR-TXN-1ACED3CA,111.17,3711.97,2024-11-28 20:43:00
TXN-B25B0555,2451.53,USD,CUST-4139,2024-10-11 17:24:00,settled,STR-TXN-B25B0555,71.39,2380.14,2024-10-13 17:24:00
TXN-07C1504D,4141.04,EUR,CUST-6793,2024-01-07 20:34:00,settled,STR-TXN-07C1504D,119.2,3980.84,2024-01-09 20:34:00
TXN-E9B61D7C,4007.97,USD,CUST-7341,2024-05-06 01:16:00,settled,STR-TXN-E9B61D7C,116.53,3891.44,2024-05-08 01:16:00
TXN-C953F25B,3576.64,USD,CUST-1543,2024-07-16 19:50:00,settled,STR-TXN-C953F25B,104.02,3472.62,2024-07-18 19:50:00
TXN-1D6C6F0B,1631.75,GBP,CUST-9241,2024-03-15 08:39:00,settled,STR-TXN-1D6C6F0B,47.62,1584.13,2024-03-17 08:39:00
TXN-346BAF21,1661.81,USD,CUST-6006,2024-01-07 01:54:00,settled,STR-TXN-346BAF21,48.49,1613.32,2024-01-09 01:54:00
TXN-1AE4DD48,2578.36,EUR,CUST-8217,2024-08-30 16:18:00,failed,STR-TXN-1AE4DD48,75.07,2503.29,2024-09-01 16:18:00
TXN-AD8257EB,4525.96,EUR,CUST-6658,2024-03-29 08:16:00,settled,STR-TXN-AD8257EB,131.55,4394.41,2024-03-31 08:16:00
TXN-E291A892,4584.78,USD,CUST-5286,2024-05-14 13:03:00,failed,STR-TXN-E291A892,133.26,4451.52,2024-05-16 13:03:00
TXN-684647B4,1059.23,GBP,CUST-6924,2024-12-18 02:30:00,failed,STR-TXN-684647B4,31.02,1028.21,2024-12-20 02:30:00
TXN-5B0BA26E,3101.51,EUR,CUST-2755,2024-01-08 20:43:00,settled,STR-TXN-5B0BA26E,90.24,3011.27,2024-01-10 20:43:00
TXN-1F9B2E39,1212.21,GBP,CUST-3020,2024-03-16 17:29:00,failed,STR-TXN-1F9B2E39,35.45,1176.76,2024-03-18 17:29:00
TXN-50B13A1F,2567.34,USD,CUST-9828,2024-07-16 19:36:00,failed,STR-TXN-50B13A1F,74.75,2492.59,2024-07-18 19:36:00
TXN-EB23E72B,2133.67,GBP,CUST-9645,2024-09-20 04:56:00,failed,STR-TXN-EB23E72B,62.18,2071.49,2024-09-22 04:56:00
TXN-4F6AE926,314.0,USD,CUST-8884,2024-10-23 22:08:00,refunded,STR-TXN-4F6AE926,9.41,304.59,2024-10-25 22:08:00
TXN-1D2CB8E8,532.22,EUR,CUST-3253,2024-05-09 12:14:00,settled,STR-TXN-1D2CB8E8,15.73,516.49,2024-05-11 12:14:00
TXN-7A4BE10C,4053.02,GBP,CUST-9854,2024-07-14 22:16:00,settled,STR-TXN-7A4BE10C,117.84,3935.18,2024-07-16 22:16:00
TXN-F79A77B0,1346.32,USD,CUST-4709,2024-10-30 14:10:00,failed,STR-TXN-F79A77B0,39.34,1306.98,2024-11-01 14:10:00
TXN-E606371D,1184.97,GBP,CUST-2690,2024-03-18 03:41:00,failed,STR-TXN-E606371D,34.66,1150.31,2024-03-20 03:41:00
TXN-247FA2BF,2504.85,EUR,CUST-3574,2024-10-17 06:11:00,failed,STR-TXN-247FA2BF,72.94,2431.91,2024-10-19 06:11:00
TXN-232A7583,4336.0,USD,CUST-4474,2024-03-26 04:07:00,settled,STR-TXN-232A7583,126.04,4209.96,2024-03-28 04:07:00
TXN-24B355BD,4082.91,USD,CUST-4032,2024-04-27 05:56:00,settled,STR-TXN-24B355BD,118.7,3964.21,2024-04-29 05:56:00
TXN-344481D2,91.22,GBP,CUST-7323,2024-08-24 13:24:00,settled,STR-TXN-344481D2,2.95,88.27,2024-08-26 13:24:00
TXN-C49A81CE,236.09,USD,CUST-9321,2024-11-19 19:42:00,failed,STR-TXN-C49A81CE,7.15,228.94,2024-11-21 19:42:00
TXN-FD3B31D8,4598.56,EUR,CUST-7328,2024-03-03 00:35:00,settled,STR-TXN-FD3B31D8,133.66,4464.9,2024-03-05 00:35:00
TXN-D34E3F57,4090.97,USD,CUST-7105,2024-07-15 02:18:00,settled,STR-TXN-D34E3F57,118.94,3972.03,2024-07-17 02:18:00
TXN-34B5B328,4587.17,USD,CUST-5740,2024-06-12 20:15:00,settled,STR-TXN-34B5B328,133.33,4453.84,2024-06-14 20:15:00
TXN-20A54428,2952.27,USD,CUST-8906,2024-05-21 13:50:00,failed,STR-TXN-20A54428,85.92,2866.35,2024-05-23 13:50:00
TXN-7BF57CBE,3211.16,USD,CUST-6158,2024-06-07 13:55:00,failed,STR-TXN-7BF57CBE,93.42,3117.74,2024-06-09 13:55:00
TXN-72BE8B4F,1588.8,USD,CUST-1571,2024-01-02 06:46:00,settled,STR-TXN-72BE8B4F,46.38,1542.42,2024-01-04 06:46:00
TXN-45B3CC4C,2290.65,EUR,CUST-3988,2024-01-02 11:52:00,settled,STR-TXN-45B3CC4C,66.73,2223.92,2024-01-04 11:52:00
TXN-9053E88D,4717.86,GBP,CUST-7212,2024-08-12 02:21:00,settled,STR-TXN-9053E88D,137.12,4580.74,2024-08-14 02:21:00
TXN-793356D9,4560.83,USD,CUST-8141,2024-08-09 21:24:00,refunded,STR-TXN-793356D9,131.25,4384.42,2024-08-11 21:24:00
TXN-A6E79483,1350.68,USD,CUST-1213,2024-11-27 12:58:00,settled,STR-TXN-A6E79483,39.47,1311.21,2024-11-29 12:58:00
TXN-FD1BB1AE,1502.46,USD,CUST-2479,2024-12-26 07:18:00,settled,STR-TXN-FD1BB1AE,43.87,1458.59,2024-12-28 07:18:00
TXN-DE359B05,4040.74,GBP,CUST-6307,2024-02-21 12:39:00,failed,STR-TXN-DE359B05,117.48,3923.26,2024-02-23 12:39:00
TXN-0F5E35B8,1351.63,GBP,CUST-8691,2024-01-22 16:39:00,settled,STR-TXN-0F5E35B8,39.5,1312.13,2024-01-24 16:39:00
TXN-AAFC3256,1842.75,GBP,CUST-4189,2024-08-08 13:35:00,settled,STR-TXN-AAFC3256,53.74,1789.01,2024-08-10 13:35:00
TXN-5CBEB27A,1478.06,USD,CUST-7191,2024-09-30 23:36:00,failed,STR-TXN-5CBEB27A,43.16,1434.9,2024-10-02 23:36:00
TXN-7E639D67,3112.93,USD,CUST-7363,2024-11-06 14:50:00,settled,STR-TXN-7E639D67,90.57,3022.36,2024-11-08 14:50:00
TXN-A3072500,2644.49,GBP,CUST-8101,2024-10-12 17:33:00,failed,STR-TXN-A3072500,76.99,2567.5,2024-10-14 17:33:00
TXN-56FFF4F6,600.38,GBP,CUST-8951,2024-11-10 02:23:00,settled,STR-TXN-56FFF4F6,17.71,582.67,2024-11-12 02:23:00
TXN-5C5A0E77,1861.27,GBP,CUST-8024,2024-04-02 11:29:00,settled,STR-TXN-5C5A0E77,54.28,1806.99,2024-04-04 11:29:00
TXN-65EFA1DF,2851.05,EUR,CUST-1382,2024-12-20 19:15:00,settled,STR-TXN-65EFA1DF,82.98,2768.07,2024-12-22 19:15:00
TXN-F2148D30,121.16,USD,CUST-3174,2024-08-08 22:48:00,settled,STR-TXN-F2148D30,3.81,117.35,2024-08-10 22:48:00
TXN-92F41E34,2278.22,GBP,CUST-4060,2024-07-13 00:19:00,settled,STR-TXN-92F41E34,66.37,2211.85,2024-07-15 00:19:00
TXN-D9C72EEB,2770.95,USD,CUST-7038,2024-03-12 02:50:00,refunded,STR-TXN-D9C72EEB,80.66,2690.29,2024-03-14 02:50:00
TXN-E745CEE2,1812.42,GBP,CUST-6150,2024-03-01 14:31:00,refunded,STR-TXN-E745CEE2,52.86,1759.56,2024-03-03 14:31:00
TXN-EBBD2EFC,1461.03,USD,CUST-3260,2024-09-06 09:24:00,failed,STR-TXN-EBBD2EFC,42.67,1418.36,2024-09-08 09:24:00
TXN-F53E49F3,932.54,USD,CUST-2582,2024-10-04 21:51:00,failed,STR-TXN-F53E49F3,27.34,905.2,2024-10-06 21:51:00
TXN-B0EC06F3,731.82,USD,CUST-7599,2024-03-11 13:17:00,settled,STR-TXN-B0EC06F3,21.52,710.3,2024-03-13 13:17:00
TXN-46288125,821.97,GBP,CUST-8823,2024-06-20 16:37:00,settled,STR-TXN-46288125,24.14,797.83,2024-06-22 16:37:00
TXN-56FDFE16,2251.9,USD,CUST-7003,2024-05-16 04:06:00,failed,STR-TXN-56FDFE16,65.61,2186.29,2024-05-18 04:06:00
TXN-6905677A,1739.59,USD,CUST-7108,2024-09-05 01:20:00,refunded,STR-TXN-6905677A,50.75,1688.84,2024-09-07 01:20:00
TXN-1107C6EA,3899.72,USD,CUST-1047,2024-10-22 04:08:00,settled,STR-TXN-1107C6EA,113.39,3786.33,2024-10-24 04:08:00
TXN-94B92B56,2489.76,USD,CUST-1295,2024-01-26 02:40:00,refunded,STR-TXN-94B92B56,72.5,2417.26,2024-01-28 02:40:00
TXN-3F0B290E,1105.59,USD,CUST-7717,2024-05-20 01:29:00,settled,STR-TXN-3F0B290E,32.36,1073.23,2024-05-22 01:29:00
TXN-3D051B01,1064.25,USD,CUST-5562,2024-08-28 05:32:00,settled,STR-TXN-3D051B01,31.16,1033.09,2024-08-30 05:32:00
TXN-AA527EDA,4598.52,GBP,CUST-6375,2024-05-23 00:03:00,settled,STR-TXN-AA527EDA,133.66,4464.86,2024-05-25 00:03:00
TXN-74A1F9B7,2432.52,GBP,CUST-3994,2024-03-23 22:16:00,refunded,STR-TXN-74A1F9B7,70.84,2361.68,2024-03-25 22:16:00
TXN-7616CE6C,1209.45,USD,CUST-7876,2024-02-07 12:59:00,failed,STR-TXN-7616CE6C,35.37,1174.08,2024-02-09 12:59:00
TXN-655D9CE3,4621.74,USD,CUST-1102,2024-09-03 02:03:00,settled,STR-TXN-655D9CE3,134.33,4487.41,2024-09-05 02:03:00
TXN-82179DCD,4762.58,USD,CUST-2498,2024-02-29 18:23:00,settled,STR-TXN-82179DCD,137.05,4578.38,2024-03-02 18:23:00
TXN-F63B4C88,3055.99,EUR,CUST-2789,2024-12-02 02:20:00,settled,STR-TXN-F63B4C88,88.92,2967.07,2024-12-04 02:20:00
TXN-5FD655A4,2142.74,USD,CUST-6942,2024-04-26 14:03:00,failed,STR-TXN-5FD655A4,62.44,2080.3,2024-04-28 14:03:00
TXN-C32890DD,689.46,USD,CUST-1537,2024-08-24 02:51:00,refunded,STR-TXN-C32890DD,20.29,669.17,2024-08-26 02:51:00
TXN-A5DF3036,2972.31,USD,CUST-1075,2024-09-04 08:57:00,settled,STR-TXN-A5DF3036,86.5,2885.81,2024-09-06 08:57:00
TXN-F6DA703B,4387.51,GBP,CUST-6116,2024-10-14 22:20:00,settled,STR-TXN-F6DA703B,127.54,4259.97,2024-10-16 22:20:00
TXN-EE50B7A3,1142.75,USD,CUST-9550,2024-08-27 13:37:00,failed,STR-TXN-EE50B7A3,33.44,1109.31,2024-08-29 13:37:00
TXN-F0DD4A12,2869.69,EUR,CUST-6646,2024-03-08 19:16:00,settled,STR-TXN-F0DD4A12,83.52,2786.17,2024-03-10 19:16:00
TXN-30E9BD8E,4783.18,USD,CUST-7773,2024-02-15 19:50:00,failed,STR-TXN-30E9BD8E,139.01,4644.17,2024-02-17 19:50:00
TXN-4690A7F4,4629.22,EUR,CUST-4312,2024-06-08 17:05:00,settled,STR-TXN-4690A7F4,134.55,4494.67,2024-06-10 17:05:00
TXN-05895097,4509.47,USD,CUST-1581,2024-05-12 10:02:00,settled,STR-TXN-05895097,131.07,4378.4,2024-05-14 10:02:00
TXN-2037ECD3,1765.46,GBP,CUST-7607,2024-04-23 21:11:00,settled,STR-TXN-2037ECD3,51.5,1713.96,2024-04-25 21:11:00
TXN-E91827B2,2346.68,USD,CUST-4495,2024-07-03 14:16:00,failed,STR-TXN-E91827B2,68.35,2278.33,2024-07-05 14:16:00
TXN-A0EF3113,3822.07,USD,CUST-6527,2024-03-18 13:33:00,settled,STR-TXN-A0EF3113,111.14,3710.93,2024-03-20 13:33:00
TXN-54BE0D72,2034.1,USD,CUST-9940,2024-08-10 01:47:00,refunded,STR-TXN-54BE0D72,59.29,1974.81,2024-08-12 01:47:00
TXN-4786C19B,2244.55,GBP,CUST-9977,2024-04-22 22:16:00,settled,STR-TXN-4786C19B,65.39,2179.16,2024-04-24 22:16:00
TXN-B6A70A30,4655.44,GBP,CUST-4198,2024-10-07 09:11:00,settled,STR-TXN-B6A70A30,135.31,4520.13,2024-10-09 09:11:00
TXN-C91EC6FA,4003.01,EUR,CUST-5881,2024-07-26 04:34:00,settled,STR-TXN-C91EC6FA,116.39,3886.62,2024-07-28 04:34:00
TXN-29FC3D5F,1660.93,USD,CUST-8299,2024-08-15 08:45:00,settled,STR-TXN-29FC3D5F,48.47,1612.46,2024-08-17 08:45:00
TXN-B123A99B,1973.43,EUR,CUST-6497,2024-06-29 02:23:00,refunded,STR-TXN-B123A99B,57.53,1915.9,2024-07-01 02:23:00
TXN-DA7F6750,805.68,GBP,CUST-3994,2024-01-05 19:02:00,failed,STR-TXN-DA7F6750,23.66,782.02,2024-01-07 19:02:00
TXN-FD36C929,4685.22,USD,CUST-2755,2024-01-22 15:40:00,settled,STR-TXN-FD36C929,136.17,4549.05,2024-01-24 15:40:00
TXN-E6176A12,3692.35,GBP,CUST-2666,2024-04-29 03:05:00,settled,STR-TXN-E6176A12,106.32,3549.47,2024-05-01 03:05:00
TXN-E24CF25C,2318.87,GBP,CUST-7355,2024-02-18 19:43:00,settled,STR-TXN-E24CF25C,67.55,2251.32,2024-02-20 19:43:00
TXN-4B08BDD6,720.2,USD,CUST-8293,2024-12-15 12:03:00,settled,STR-TXN-4B08BDD6,21.19,699.01,2024-12-17 12:03:00
TXN-5979D805,849.27,USD,CUST-7653,2024-11-13 11:58:00,settled,STR-TXN-5979D805,24.93,824.34,2024-11-15 11:58:00
TXN-B105497A,1582.48,USD,CUST-2362,2024-12-15 05:00:00,settled,STR-TXN-B105497A,46.19,1536.29,2024-12-17 05:00:00
TXN-3ACD87C4,3337.64,USD,CUST-8171,2024-06-09 18:22:00,settled,STR-TXN-3ACD87C4,97.09,3240.55,2024-06-11 18:22:00
TXN-F3FAC534,62.77,EUR,CUST-1831,2024-02-10 10:07:00,settled,STR-TXN-F3FAC534,2.12,60.65,2024-02-12 10:07:00
TXN-AC643F80,1080.85,USD,CUST-6685,2024-12-01 21:43:00,failed,STR-TXN-AC643F80,31.64,1049.21,2024-12-03 21:43:00
TXN-DBFCDA4E,1305.55,GBP,CUST-6567,2024-01-17 14:18:00,settled,STR-TXN-DBFCDA4E,38.16,1267.39,2024-01-19 14:18:00
TXN-1501728C,4779.75,EUR,CUST-2636,2024-08-14 22:12:00,settled,STR-TXN-1501728C,138.91,4640.84,2024-08-16 22:12:00
TXN-F507675A,2323.84,GBP,CUST-1811,2024-06-30 22:47:00,failed,STR-TXN-F507675A,67.69,2256.15,2024-07-02 22:47:00
TXN-324BF048,3373.62,USD,CUST-4778,2024-12-07 02:03:00,settled,STR-TXN-324BF048,98.13,3275.49,2024-12-09 02:03:00
TXN-27E553AC,4913.01,USD,CUST-4542,2024-06-04 23:00:00,settled,STR-TXN-27E553AC,142.78,4770.23,2024-06-06 23:00:00
TXN-39A85344,3453.25,GBP,CUST-2941,2024-01-02 08:22:00,settled,STR-TXN-39A85344,100.44,3352.81,2024-01-04 08:22:00
TXN-4F4BA155,4689.06,USD,CUST-8019,2024-01-24 16:39:00,settled,STR-TXN-4F4BA155,136.28,4552.78,2024-01-26 16:39:00
TXN-19054BA4,331.4,GBP,CUST-5913,2024-11-16 19:58:00,settled,STR-TXN-19054BA4,9.91,321.49,2024-11-18 19:58:00
TXN-DF46E45A,4777.5,USD,CUST-3855,2024-10-06 11:22:00,settled,STR-TXN-DF46E45A,138.85,4638.65,2024-10-08 11:22:00
TXN-341DDA5D,4547.42,GBP,CUST-6578,2024-03-16 01:23:00,refunded,STR-TXN-341DDA5D,132.18,4415.24,2024-03-18 01:23:00
TXN-E2991FF3,362.6,USD,CUST-7677,2024-09-06 18:36:00,settled,STR-TXN-E2991FF3,10.82,351.78,2024-09-08 18:36:00
TXN-8F495C57,3224.19,EUR,CUST-8020,2024-10-07 01:04:00,failed,STR-TXN-8F495C57,93.8,3130.39,2024-10-09 01:04:00
TXN-E46B7E8D,1940.42,EUR,CUST-8823,2024-05-14 01:49:00,settled,STR-TXN-E46B7E8D,56.57,1883.85,2024-05-16 01:49:00
TXN-A8174C0B,4980.62,GBP,CUST-5375,2024-12-21 21:08:00,settled,STR-TXN-A8174C0B,144.74,4835.88,2024-12-23 21:08:00
TXN-C0F6C2AD,3314.44,GBP,CUST-5734,2024-06-06 18:44:00,settled,STR-TXN-C0F6C2AD,96.42,3218.02,2024-06-08 18:44:00
TXN-FF97DFC8,4353.93,USD,CUST-1045,2024-07-20 15:29:00,refunded,STR-TXN-FF97DFC8,125.31,4185.51,2024-07-22 15:29:00
TXN-9BF4606B,3796.23,USD,CUST-6475,2024-06-16 00:13:00,settled,STR-TXN-9BF4606B,110.39,3685.84,2024-06-18 00:13:00
TXN-A96749AC,3168.09,USD,CUST-2194,2024-09-09 06:24:00,settled,STR-TXN-A96749AC,92.17,3075.92,2024-09-11 06:24:00
TXN-484836DE,1282.97,EUR,CUST-4008,2024-05-26 03:29:00,failed,STR-TXN-484836DE,37.51,1245.46,2024-05-28 03:29:00
TXN-C1E37A73,1281.31,GBP,CUST-2001,2024-11-17 05:42:00,failed,STR-TXN-C1E37A73,37.46,1243.85,2024-11-19 05:42:00
TXN-AE963131,3515.26,USD,CUST-4585,2024-04-23 09:21:00,settled,STR-TXN-AE963131,102.24,3413.02,2024-04-25 09:21:00
TXN-1AC71D56,358.02,USD,CUST-1652,2024-11-25 13:53:00,settled,STR-TXN-1AC71D56,10.68,347.34,2024-11-27 13:53:00
TXN-33F1F21B,1787.29,USD,CUST-9863,2024-10-11 13:32:00,settled,STR-TXN-33F1F21B,52.13,1735.16,2024-10-13 13:32:00
TXN-B88327E5,1222.45,USD,CUST-2911,2024-02-15 12:25:00,refunded,STR-TXN-B88327E5,35.75,1186.7,2024-02-17 12:25:00
TXN-F2A8D1B4,1118.6,USD,CUST-1106,2024-05-24 21:21:00,refunded,STR-TXN-F2A8D1B4,32.42,1075.1,2024-05-26 21:21:00
TXN-5EFB1E39,1677.07,GBP,CUST-9897,2024-08-18 10:54:00,failed,STR-TXN-5EFB1E39,48.94,1628.13,2024-08-20 10:54:00
TXN-FEDF480A,4304.91,USD,CUST-3801,2024-10-30 23:37:00,refunded,STR-TXN-FEDF480A,125.14,4179.77,2024-11-01 23:37:00
TXN-059F8F9B,1565.31,EUR,CUST-1760,2024-04-28 07:26:00,settled,STR-TXN-059F8F9B,45.69,1519.62,2024-04-30 07:26:00
TXN-A73DC8F8,3988.72,USD,CUST-8496,2024-07-08 11:33:00,settled,STR-TXN-A73DC8F8,115.97,3872.75,2024-07-10 11:33:00
TXN-10D532AB,397.91,EUR,CUST-8591,2024-01-13 22:38:00,settled,STR-TXN-10D532AB,11.84,386.07,2024-01-15 22:38:00
TXN-19244F08,15.63,EUR,CUST-2876,2024-02-16 11:53:00,settled,STR-TXN-19244F08,0.75,14.73,2024-02-18 11:53:00
TXN-602BEF1D,1135.99,GBP,CUST-1100,2024-04-02 06:27:00,settled,STR-TXN-602BEF1D,33.24,1102.75,2024-04-04 06:27:00
TXN-A93D5DC4,503.88,GBP,CUST-3800,2024-02-04 11:58:00,failed,STR-TXN-A93D5DC4,14.91,488.97,2024-02-06 11:58:00
TXN-51DC74A7,3930.52,GBP,CUST-9009,2024-01-03 21:23:00,failed,STR-TXN-51DC74A7,114.29,3816.23,2024-01-05 21:23:00
TXN-F7A49DF4,481.37,USD,CUST-2836,2024-09-14 13:13:00,failed,STR-TXN-F7A49DF4,14.26,467.11,2024-09-16 13:13:00
TXN-FE36526E,1863.43,GBP,CUST-2336,2024-10-28 10:36:00,refunded,STR-TXN-FE36526E,54.34,1809.09,2024-10-30 10:36:00
TXN-444BD2A8,3454.43,EUR,CUST-3743,2024-12-26 22:06:00,refunded,STR-TXN-444BD2A8,100.48,3353.95,2024-12-28 22:06:00
TXN-F720F60A,2784.5,USD,CUST-1824,2024-06-22 07:30:00,failed,STR-TXN-F720F60A,81.05,2703.45,2024-06-24 07:30:00
TXN-2220C1D6,3830.28,GBP,CUST-4538,2024-02-04 17:24:00,failed,STR-TXN-2220C1D6,111.38,3718.9,2024-02-06 17:24:00
TXN-AB687FFC,4713.6,GBP,CUST-8857,2024-03-29 16:17:00,settled,STR-TXN-AB687FFC,136.99,4576.61,2024-03-31 16:17:00
TXN-62902A4E,4807.61,USD,CUST-1875,2024-12-02 03:32:00,settled,STR-TXN-62902A4E,139.72,4667.89,2024-12-04 03:32:00
TXN-D9C6863D,848.93,EUR,CUST-3662,2024-01-01 01:11:00,failed,STR-TXN-D9C6863D,24.92,824.01,2024-01-03 01:11:00
TXN-AB588FC5,1076.62,USD,CUST-9792,2024-03-06 20:59:00,settled,STR-TXN-AB588FC5,31.52,1045.1,2024-03-08 20:59:00
TXN-69662927,685.0,USD,CUST-1969,2024-05-09 02:17:00,settled,STR-TXN-69662927,20.17,664.83,2024-05-11 02:17:00
TXN-B2D234E9,2441.5,USD,CUST-4463,2024-03-08 23:55:00,failed,STR-TXN-B2D234E9,71.1,2370.4,2024-03-10 23:55:00
TXN-E66DDF5A,3741.39,USD,CUST-7905,2024-07-03 18:38:00,settled,STR-TXN-E66DDF5A,108.8,3632.59,2024-07-05 18:38:00
TXN-09FA6506,3508.49,USD,CUST-1213,2024-03-06 01:40:00,settled,STR-TXN-09FA6506,102.05,3406.44,2024-03-08 01:40:00
TXN-EDD3DB57,4893.59,USD,CUST-3445,2024-04-22 04:08:00,refunded,STR-TXN-EDD3DB57,142.21,4751.38,2024-04-24 04:08:00
TXN-5C585F9F,2495.15,USD,CUST-2691,2024-05-04 11:45:00,settled,STR-TXN-5C585F9F,72.66,2422.49,2024-05-06 11:45:00
TXN-7246E0B9,216.73,USD,CUST-9246,2024-02-17 13:21:00,settled,STR-TXN-7246E0B9,6.59,210.14,2024-02-19 13:21:00
TXN-936F91F5,2041.72,EUR,CUST-4228,2024-01-02 21:52:00,settled,STR-TXN-936F91F5,59.51,1982.21,2024-01-04 21:52:00
TXN-3B8B834F,1728.73,GBP,CUST-4781,2024-08-13 14:29:00,settled,STR-TXN-3B8B834F,50.43,1678.3,2024-08-15 14:29:00
TXN-D76E4EA3,1995.44,GBP,CUST-2572,2024-11-08 17:14:00,settled,STR-TXN-D76E4EA3,58.17,1937.27,2024-11-10 17:14:00
TXN-BE263F38,3841.85,USD,CUST-3652,2024-11-02 02:26:00,settled,STR-TXN-BE263F38,111.71,3730.14,2024-11-04 02:26:00
TXN-A18B033B,2353.69,EUR,CUST-1669,2024-03-22 18:47:00,failed,STR-TXN-A18B033B,68.56,2285.13,2024-03-24 18:47:00
TXN-DC2BD9CE,1098.67,USD,CUST-5319,2024-05-06 23:34:00,settled,STR-TXN-DC2BD9CE,32.16,1066.51,2024-05-08 23:34:00
TXN-6B40AACD,343.74,EUR,CUST-7420,2024-03-24 04:36:00,settled,STR-TXN-6B40AACD,10.27,333.47,2024-03-26 04:36:00
TXN-62089793,4009.28,USD,CUST-2941,2024-08-02 15:00:00,failed,STR-TXN-62089793,116.57,3892.71,2024-08-04 15:00:00
TXN-349A9AA3,288.83,EUR,CUST-7038,2024-08-01 12:29:00,settled,STR-TXN-349A9AA3,8.68,280.15,2024-08-03 12:29:00
TXN-3EC3EB32,1921.99,EUR,CUST-3506,2024-02-13 18:32:00,refunded,STR-TXN-3EC3EB32,56.04,1865.95,2024-02-15 18:32:00
TXN-749B94B1,1816.63,USD,CUST-5967,2024-10-24 09:49:00,settled,STR-TXN-749B94B1,52.98,1763.65,2024-10-26 09:49:00
TXN-DF50E3B2,1509.51,USD,CUST-8224,2024-08-08 12:12:00,settled,STR-TXN-DF50E3B2,44.08,1465.43,2024-08-10 12:12:00
TXN-32B29A63,3027.25,USD,CUST-4681,2024-10-17 13:22:00,settled,STR-TXN-32B29A63,88.09,2939.16,2024-10-19 13:22:00
TXN-36F8D632,1518.48,GBP,CUST-7175,2024-03-26 14:12:00,settled,STR-TXN-36F8D632,44.34,1474.14,2024-03-28 14:12:00
TXN-C8036638,4234.08,EUR,CUST-3206,2024-08-10 03:05:00,settled,STR-TXN-C8036638,123.09,4110.99,2024-08-12 03:05:00
TXN-659F57A9,4843.6,USD,CUST-4546,2024-07-29 21:08:00,settled,STR-TXN-659F57A9,140.76,4702.84,2024-07-31 21:08:00
TXN-F881D717,4704.78,GBP,CUST-6252,2024-05-16 21:09:00,settled,STR-TXN-F881D717,136.74,4568.04,2024-05-18 21:09:00
TXN-B5ED7BDA,3399.1,GBP,CUST-1643,2024-09-30 23:31:00,failed,STR-TXN-B5ED7BDA,98.87,3300.23,2024-10-02 23:31:00
TXN-C65AA367,4752.35,GBP,CUST-2607,2024-11-14 13:09:00,settled,STR-TXN-C65AA367,138.12,4614.23,2024-11-16 13:09:00
TXN-2D7F0DF1,3624.53,USD,CUST-7230,2024-05-14 07:12:00,failed,STR-TXN-2D7F0DF1,105.41,3519.12,2024-05-16 07:12:00
TXN-ED317955,1700.79,USD,CUST-3195,2024-05-24 14:11:00,settled,STR-TXN-ED317955,49.62,1651.17,2024-05-26 14:11:00
TXN-B6CF4EA8,3336.89,USD,CUST-9710,2024-04-30 07:15:00,settled,STR-TXN-B6CF4EA8,97.07,3239.82,2024-05-02 07:15:00
TXN-AFD37CF0,4746.68,USD,CUST-4946,2024-02-09 02:45:00,settled,STR-TXN-AFD37CF0,137.95,4608.73,2024-02-11 02:45:00
TXN-AB1A3876,4243.21,GBP,CUST-9183,2024-07-26 00:23:00,settled,STR-TXN-AB1A3876,123.35,4119.86,2024-07-28 00:23:00
TXN-B6A50C44,1855.28,EUR,CUST-7396,2024-12-19 18:43:00,settled,STR-TXN-B6A50C44,54.1,1801.18,2024-12-21 18:43:00
TXN-9631F078,2501.9,EUR,CUST-7576,2024-10-27 22:57:00,settled,STR-TXN-9631F078,72.86,2429.04,2024-10-29 22:57:00
TXN-2D5F5EB9,3611.51,USD,CUST-4266,2024-07-03 07:27:00,settled,STR-TXN-2D5F5EB9,105.03,3506.48,2024-07-05 07:27:00
TXN-9A3365E0,2825.95,USD,CUST-7439,2024-07-16 23:38:00,failed,STR-TXN-9A3365E0,82.25,2743.7,2024-07-18 23:38:00
TXN-87CB3841,1917.72,USD,CUST-8059,2024-04-16 08:08:00,settled,STR-TXN-87CB3841,55.91,1861.81,2024-04-18 08:08:00
TXN-8F3E7437,893.65,USD,CUST-7061,2024-01-12 17:44:00,settled,STR-TXN-8F3E7437,26.22,867.43,2024-01-14 17:44:00
TXN-AA5E2D37,2867.71,GBP,CUST-6019,2024-09-17 02:52:00,settled,STR-TXN-AA5E2D37,83.46,2784.25,2024-09-19 02:52:00
TXN-C3C0A4AE,934.97,EUR,CUST-3336,2024-06-14 11:36:00,refunded,STR-TXN-C3C0A4AE,27.41,907.56,2024-06-16 11:36:00
TXN-6C67B8B2,1991.4,EUR,CUST-3977,2024-02-27 07:00:00,refunded,STR-TXN-6C67B8B2,58.05,1933.35,2024-02-29 07:00:00
TXN-0B4D0B9D,4351.88,USD,CUST-3239,2024-05-02 11:49:00,failed,STR-TXN-0B4D0B9D,126.5,4225.38,2024-05-04 11:49:00
