transaction_id,amount,currency,customer_id,created_at,status,gl_account,posted_at,ledger_entry_id
TXN-2CCEF2E8,2660.38,EUR,CUST-5844,2024-05-14 17:23:00,refunded,2011-CUST-FUNDS-EUR,2024-05-15 17:23:00,GL-FFE04FD9
TXN-9C546070,13.59,GBP,CUST-7210,2024-04-04 00:39:00,settled,2011-CUST-FUNDS-EUR,2024-04-05 00:39:00,GL-50D961F1
TXN-0A370282,3882.32,USD,CUST-6254,2024-02-02 21:34:00,refunded,2011-CUST-FUNDS-EUR,2024-02-03 21:34:00,GL-DA71BDAA
TXN-8154C07C,957.45,EUR,CUST-3525,2024-11-09 09:20:00,refunded,2011-CUST-FUNDS-EUR,2024-11-10 09:20:00,GL-493B9D9A
TXN-D2282AF5,3208.11,USD,CUST-2577,2024-09-24 21:04:00,settled,2011-CUST-FUNDS-EUR,2024-09-25 21:04:00,GL-E89E7CFA
TXN-BE1024C4,4177.61,USD,CUST-3926,2024-01-17 06:06:00,refunded,2011-CUST-FUNDS-EUR,2024-01-18 06:06:00,GL-8E88D199
TXN-88D90EE8,966.17,USD,CUST-7366,2024-12-02 15:33:00,failed,2011-CUST-FUNDS-EUR,2024-12-03 15:33:00,GL-E4390D84
TXN-F55DF83E,3509.56,USD,CUST-1804,2024-07-06 07:38:00,settled,2011-CUST-FUNDS-EUR,2024-07-07 07:38:00,GL-ACB07246
TXN-1A9C0677,75.3,USD,CUST-9051,2024-02-10 14:51:00,settled,2011-CUST-FUNDS-EUR,2024-02-11 14:51:00,GL-BB3CB7F1
TXN-BCAB5BC0,1811.02,EUR,CUST-7046,2024-12-28 01:52:00,failed,2011-CUST-FUNDS-EUR,2024-12-29 01:52:00,GL-0EAA3AD8
TXN-346D1AA6,1336.42,USD,CUST-2153,2024-06-04 02:13:00,failed,2011-CUST-FUNDS-EUR,2024-06-05 02:13:00,GL-E76223D6
TXN-0BA1E85F,494.63,USD,CUST-9710,2024-07-16 06:12:00,failed,2011-CUST-FUNDS-EUR,2024-07-17 06:12:00,GL-EEB72202
TXN-91095BD2,3287.81,GBP,CUST-3931,2024-10-12 23:35:00,refunded,2011-CUST-FUNDS-EUR,2024-10-13 23:35:00,GL-664178BD
TXN-221FB222,3733.08,GBP,CUST-6864,2024-12-11 14:44:00,refunded,2011-CUST-FUNDS-EUR,2024-12-12 14:44:00,GL-2AEAAEBD
TXN-9682ECBB,4415.29,USD,CUST-3955,2024-10-08 12:32:00,settled,2011-CUST-FUNDS-EUR,2024-10-09 12:32:00,GL-23B38E58
TXN-261A2796,3291.08,GBP,CUST-8258,2024-06-29 10:35:00,settled,2011-CUST-FUNDS-EUR,2024-06-30 10:35:00,GL-73162193
TXN-0BBC905F,4225.82,EUR,CUST-8054,2024-06-14 19:15:00,failed,2011-CUST-FUNDS-EUR,2024-06-15 19:15:00,GL-9824058B
TXN-6BA4CBC3,2732.67,EUR,CUST-5162,2024-07-03 14:28:00,refunded,2011-CUST-FUNDS-EUR,2024-07-04 14:28:00,GL-F083BF99
TXN-595A1E85,10.98,USD,CUST-5660,2024-11-01 00:33:00,settled,2011-CUST-FUNDS-EUR,2024-11-02 00:33:00,GL-2F5DBDA7
TXN-B32F6918,118.29,USD,CUST-9376,2024-10-11 18:59:00,failed,2011-CUST-FUNDS-EUR,2024-10-12 18:59:00,GL-00B90689
TXN-35BCA7C9,782.03,USD,CUST-8542,2024-07-01 04:08:00,settled,2011-CUST-FUNDS-EUR,2024-07-02 04:08:00,GL-658FBEA5
TXN-5A8F7631,1841.74,GBP,CUST-5093,2024-04-29 08:51:00,settled,2011-CUST-FUNDS-EUR,2024-04-30 08:51:00,GL-31081739
TXN-148B8178,468.61,EUR,CUST-4562,2024-02-09 23:20:00,refunded,2011-CUST-FUNDS-EUR,2024-02-10 23:20:00,GL-9DF9B76C
TXN-D208BB3D,872.78,GBP,CUST-2562,2024-10-31 20:19:00,settled,2011-CUST-FUNDS-EUR,2024-11-01 20:19:00,GL-DE011695
TXN-868CF0A1,3656.64,GBP,CUST-7251,2024-02-10 01:58:00,settled,2011-CUST-FUNDS-EUR,2024-02-11 01:58:00,GL-D20715BF
TXN-F4E8101E,1746.17,EUR,CUST-7824,2024-03-02 07:47:00,failed,2011-CUST-FUNDS-EUR,2024-03-03 07:47:00,GL-BE43B1B4
TXN-2DE8F2BD,4643.98,EUR,CUST-1886,2024-06-05 16:02:00,settled,2011-CUST-FUNDS-EUR,2024-06-06 16:02:00,GL-9B875FBC
TXN-361071D3,2704.25,USD,CUST-6354,2024-09-14 22:14:00,settled,2011-CUST-FUNDS-EUR,2024-09-15 22:14:00,GL-AD754C78
TXN-659B8C8A,262.09,EUR,CUST-8300,2024-10-31 18:32:00,settled,2011-CUST-FUNDS-EUR,2024-11-01 18:32:00,GL-85F92EA4
TXN-B8960229,1118.21,USD,CUST-7460,2024-03-16 04:21:00,settled,2011-CUST-FUNDS-EUR,2024-03-17 04:21:00,GL-6B074428
TXN-E4198556,2384.51,USD,CUST-9980,2024-07-23 08:05:00,refunded,2011-CUST-FUNDS-EUR,2024-07-24 08:05:00,GL-D6AED44B
TXN-2BA08B6A,2514.1,USD,CUST-3209,2024-09-03 17:12:00,refunded,2011-CUST-FUNDS-EUR,2024-09-04 17:12:00,GL-E8FF511F
TXN-F88BD9F9,1982.64,GBP,CUST-4212,2024-10-14 19:47:00,failed,2011-CUST-FUNDS-EUR,2024-10-15 19:47:00,GL-68177BBA
TXN-2624F77E,1238.77,USD,CUST-5362,2024-08-08 10:43:00,failed,2011-CUST-FUNDS-EUR,2024-08-09 10:43:00,GL-EA4EBBCB
TXN-060CD2FD,457.08,EUR,CUST-7939,2024-07-06 11:12:00,settled,2011-CUST-FUNDS-EUR,2024-07-07 11:12:00,GL-A7EFA6A3
TXN-DA6D2D97,1729.18,USD,CUST-5994,2024-03-27 11:39:00,refunded,2011-CUST-FUNDS-EUR,2024-03-28 11:39:00,GL-7F86DBAF
TXN-36612A53,3119.68,EUR,CUST-1735,2024-04-29 06:43:00,settled,2011-CUST-FUNDS-EUR,2024-04-30 06:43:00,GL-891FBA27
TXN-D9789B4B,788.4,USD,CUST-2841,2024-01-28 07:39:00,settled,2011-CUST-FUNDS-EUR,2024-01-29 07:39:00,GL-1371117D
TXN-94361109,4345.07,USD,CUST-1225,2024-06-24 22:51:00,settled,2011-CUST-FUNDS-EUR,2024-06-25 22:51:00,GL-948BDFDF
TXN-A9A4CFD4,1532.54,EUR,CUST-1372,2024-06-18 06:47:00,failed,2011-CUST-FUNDS-EUR,2024-06-19 06:47:00,GL-65AD5093
TXN-AD0CDAE5,1067.26,GBP,CUST-9573,2024-05-12 17:30:00,failed,2011-CUST-FUNDS-EUR,2024-05-13 17:30:00,GL-A0C397F7
TXN-A9676B5A,3652.32,USD,CUST-1301,2024-07-11 18:57:00,failed,2011-CUST-FUNDS-EUR,2024-07-12 18:57:00,GL-3C3BCC38
TXN-C57A91A3,226.98,USD,CUST-1984,2024-05-25 06:50:00,failed,2011-CUST-FUNDS-EUR,2024-05-26 06:50:00,GL-EE39A016
TXN-20B666F8,1363.69,EUR,CUST-1136,2024-02-04 12:42:00,settled,2011-CUST-FUNDS-EUR,2024-02-05 12:42:00,GL-C4B501AF
TXN-1E79110D,3318.28,USD,CUST-2767,2024-01-10 09:55:00,refunded,2011-CUST-FUNDS-EUR,2024-01-11 09:55:00,GL-D081D7BE
TXN-CB445108,1163.53,EUR,CUST-9331,2024-12-29 03:57:00,settled,2011-CUST-FUNDS-EUR,2024-12-30 03:57:00,GL-429B7514
TXN-7E3364FA,2428.46,GBP,CUST-9709,2024-02-15 05:12:00,failed,2011-CUST-FUNDS-EUR,2024-02-16 05:12:00,GL-512D62E7
TXN-6ECEFC48,4834.29,GBP,CUST-1352,2024-01-21 07:59:00,failed,2011-CUST-FUNDS-EUR,2024-01-22 07:59:00,GL-750EE836
TXN-DDA63F2E,1531.59,EUR,CUST-7445,2024-03-21 00:22:00,settled,2011-CUST-FUNDS-EUR,2024-03-22 00:22:00,GL-4851EE66
TXN-CC22F773,1783.34,USD,CUST-4869,2024-09-13 08:51:00,settled,2011-CUST-FUNDS-EUR,2024-09-14 08:51:00,GL-E064F18E
TXN-D827E7F8,3132.7,EUR,CUST-1482,2024-10-11 08:14:00,settled,2011-CUST-FUNDS-EUR,2024-10-12 08:14:00,GL-1457F2FB
TXN-E34A5B43,1715.51,EUR,CUST-3248,2024-02-14 23:24:00,failed,2011-CUST-FUNDS-EUR,2024-02-15 23:24:00,GL-0635D5FE
TXN-9491B1AF,4803.42,GBP,CUST-4726,2024-08-01 07:36:00,settled,2011-CUST-FUNDS-EUR,2024-08-02 07:36:00,GL-46076DDF
TXN-EE7CE40E,2138.06,USD,CUST-6395,2024-08-17 17:08:00,settled,2011-CUST-FUNDS-EUR,2024-08-18 17:08:00,GL-2B98F997
TXN-88684C3A,3265.84,GBP,CUST-9869,2024-12-16 06:55:00,settled,2011-CUST-FUNDS-EUR,2024-12-17 06:55:00,GL-85CC90A8
TXN-23CE098B,1551.9,GBP,CUST-3215,2024-08-08 04:41:00,failed,2011-CUST-FUNDS-EUR,2024-08-09 04:41:00,GL-DADB9F80
TXN-10DF7295,4586.39,USD,CUST-2111,2024-10-12 17:46:00,settled,2011-CUST-FUNDS-EUR,2024-10-13 17:46:00,GL-14ED9A2D
TXN-0433271B,928.83,USD,CUST-1483,2024-06-12 13:26:00,settled,2011-CUST-FUNDS-EUR,2024-06-13 13:26:00,GL-9B4CC934
TXN-337DFE64,2220.59,USD,CUST-3489,2024-04-06 03:08:00,settled,2011-CUST-FUNDS-EUR,2024-04-07 03:08:00,GL-51202BE9
TXN-3AD7322F,140.73,GBP,CUST-5372,2024-11-06 18:39:00,settled,2011-CUST-FUNDS-EUR,2024-11-07 18:39:00,GL-B802A259
TXN-AFF92FBF,2985.84,USD,CUST-1427,2024-07-02 02:44:00,refunded,2011-CUST-FUNDS-EUR,2024-07-03 02:44:00,GL-8ED239BE
TXN-A21BC39B,679.09,GBP,CUST-8680,2024-12-30 20:23:00,settled,2011-CUST-FUNDS-EUR,2024-12-31 20:23:00,GL-581E0734
TXN-1461D4FE,4262.13,EUR,CUST-8763,2024-03-11 05:12:00,settled,2011-CUST-FUNDS-EUR,2024-03-12 05:12:00,GL-BADEB832
TXN-77CCB10E,170.83,USD,CUST-5421,2024-07-30 07:47:00,settled,2011-CUST-FUNDS-EUR,2024-07-31 07:47:00,GL-AEB69B46
TXN-7D9B10C4,4335.21,USD,CUST-8005,2024-07-26 01:38:00,refunded,2011-CUST-FUNDS-EUR,2024-07-27 01:38:00,GL-599450D4
TXN-98DF5E16,3603.8,EUR,CUST-9784,2024-09-25 20:56:00,settled,2011-CUST-FUNDS-EUR,2024-09-26 20:56:00,GL-09D7169A
TXN-17A9F953,2608.04,EUR,CUST-8485,2024-01-22 07:33:00,failed,2011-CUST-FUNDS-EUR,2024-01-23 07:33:00,GL-A1C42A8F
TXN-C8E50225,1984.1,USD,CUST-7347,2024-09-21 20:03:00,settled,2011-CUST-FUNDS-EUR,2024-09-22 20:03:00,GL-A9D4E152
TXN-3D7B896E,1462.99,EUR,CUST-5989,2024-05-26 14:10:00,refunded,2011-CUST-FUNDS-EUR,2024-05-27 14:10:00,GL-3BB969AB
TXN-96C7B2D4,1479.15,USD,CUST-9470,2024-03-13 14:53:00,refunded,2011-CUST-FUNDS-EUR,2024-03-14 14:53:00,GL-09F04C95
TXN-ADA7176C,461.3,GBP,CUST-2854,2024-04-02 18:57:00,failed,2011-CUST-FUNDS-EUR,2024-04-03 18:57:00,GL-1875C51C
TXN-87BB497B,685.18,EUR,CUST-6299,2024-08-18 00:11:00,refunded,2011-CUST-FUNDS-EUR,2024-08-19 00:11:00,GL-6F5744E4
TXN-EFEA04E1,2955.67,USD,CUST-8449,2024-02-16 08:20:00,settled,2011-CUST-FUNDS-EUR,2024-02-17 08:20:00,GL-0A72869E
TXN-FEA4DB70,3594.69,USD,CUST-2494,2024-02-28 22:28:00,settled,2011-CUST-FUNDS-EUR,2024-02-29 22:28:00,GL-F2DD3E6D
TXN-4E590CE3,435.68,EUR,CUST-9383,2024-11-09 05:24:00,failed,2011-CUST-FUNDS-EUR,2024-11-10 05:24:00,GL-771B3B4B
TXN-03AFC7B0,1909.23,USD,CUST-6491,2024-10-16 21:55:00,settled,2011-CUST-FUNDS-EUR,2024-10-17 21:55:00,GL-F0CD6DBC
TXN-AE2A8C35,819.0,USD,CUST-3930,2024-12-30 01:26:00,settled,2011-CUST-FUNDS-EUR,2024-12-31 01:26:00,GL-360E49DB
TXN-E8EBDEAD,1554.5,EUR,CUST-5731,2024-11-16 05:07:00,settled,2011-CUST-FUNDS-EUR,2024-11-17 05:07:00,GL-2780F1F2
TXN-C92B4173,4802.57,USD,CUST-5146,2024-01-07 14:31:00,refunded,2011-CUST-FUNDS-EUR,2024-01-08 14:31:00,GL-2FDD1F3E
TXN-588DC0E8,2722.07,USD,CUST-9084,2024-05-01 06:37:00,refunded,2011-CUST-FUNDS-EUR,2024-05-02 06:37:00,GL-8AEA8064
TXN-40DF98BF,2274.16,EUR,CUST-2300,2024-11-03 19:00:00,settled,2011-CUST-FUNDS-EUR,2024-11-04 19:00:00,GL-93E15D7C
TXN-D6AB90B5,4412.02,USD,CUST-4401,2024-01-26 05:09:00,settled,2011-CUST-FUNDS-EUR,2024-01-27 05:09:00,GL-D14AFB4D
TXN-5CC3804D,3269.85,USD,CUST-3381,2024-01-17 21:36:00,failed,2011-CUST-FUNDS-EUR,2024-01-18 21:36:00,GL-772571CA
TXN-BE13645C,1499.22,USD,CUST-1803,2024-02-25 13:11:00,settled,2011-CUST-FUNDS-EUR,2024-02-26 13:11:00,GL-32BF18FA
TXN-42E9FA53,3363.73,GBP,CUST-3906,2024-08-21 23:37:00,settled,2011-CUST-FUNDS-EUR,2024-08-22 23:37:00,GL-D5EC44B0
TXN-FBC01FAA,4658.08,USD,CUST-5903,2024-06-14 11:57:00,refunded,2011-CUST-FUNDS-EUR,2024-06-15 11:57:00,GL-D21CD765
TXN-EED406B7,4103.12,EUR,CUST-2063,2024-05-29 15:08:00,settled,2011-CUST-FUNDS-EUR,2024-05-30 15:08:00,GL-7224E831
TXN-67641569,3476.15,USD,CUST-6393,2024-09-26 13:33:00,settled,2011-CUST-FUNDS-EUR,2024-09-27 13:33:00,GL-4CF140DA
TXN-E5B26B63,3482.19,GBP,CUST-1953,2024-02-25 18:46:00,failed,2011-CUST-FUNDS-EUR,2024-02-26 18:46:00,GL-1FBB16DD
TXN-A5E0D0A4,4936.07,EUR,CUST-5705,2024-08-06 19:54:00,settled,2011-CUST-FUNDS-EUR,2024-08-07 19:54:00,GL-F66A2CD0
TXN-E40249E0,1305.7,GBP,CUST-6797,2024-03-07 19:36:00,refunded,2011-CUST-FUNDS-EUR,2024-03-08 19:36:00,GL-DBAF4F2D
TXN-43D3C703,2603.33,EUR,CUST-9069,2024-04-02 19:14:00,settled,2011-CUST-FUNDS-EUR,2024-04-03 19:14:00,GL-F0926E9F
TXN-F310787E,4896.5,USD,CUST-2936,2024-01-13 14:40:00,settled,2011-CUST-FUNDS-EUR,2024-01-14 14:40:00,GL-E2EDC188
TXN-7EF474ED,2806.47,USD,CUST-1185,2024-11-23 06:44:00,settled,2011-CUST-FUNDS-EUR,2024-11-24 06:44:00,GL-66D7E52D
TXN-3BF1EBFC,1279.54,USD,CUST-6042,2024-06-02 16:35:00,settled,2011-CUST-FUNDS-EUR,2024-06-03 16:35:00,GL-2DE544E0
TXN-E1FB8EEC,3837.49,USD,CUST-6460,2024-06-23 12:46:00,failed,2011-CUST-FUNDS-EUR,2024-06-24 12:46:00,GL-D033B89C
TXN-BBBF5CDA,3083.81,USD,CUST-3877,2024-04-09 10:53:00,settled,2011-CUST-FUNDS-EUR,2024-04-10 10:53:00,GL-13CFB201
TXN-75198F41,4612.18,EUR,CUST-8774,2024-01-19 20:08:00,refunded,2011-CUST-FUNDS-EUR,2024-01-20 20:08:00,GL-7DFD3751
TXN-CAB7F863,785.38,EUR,CUST-9797,2024-06-20 14:50:00,refunded,2011-CUST-FUNDS-EUR,2024-06-21 14:50:00,GL-9CA8BEC5
TXN-A92D03B2,4639.67,USD,CUST-9537,2024-06-02 18:46:00,settled,2011-CUST-FUNDS-EUR,2024-06-03 18:46:00,GL-5F710E80
TXN-343BBAF1,2780.33,USD,CUST-4412,2024-10-22 21:21:00,settled,2011-CUST-FUNDS-EUR,2024-10-23 21:21:00,GL-58BE6063
TXN-D9BE83CF,340.4,USD,CUST-5595,2024-01-16 10:24:00,failed,2011-CUST-FUNDS-EUR,2024-01-17 10:24:00,GL-D32A6F42
TXN-E8F7BE09,4213.6,GBP,CUST-7382,2024-04-05 19:07:00,settled,2011-CUST-FUNDS-EUR,2024-04-06 19:07:00,GL-B2FB51A1
TXN-30445387,3529.28,USD,CUST-1518,2024-05-19 13:05:00,refunded,2011-CUST-FUNDS-EUR,2024-05-20 13:05:00,GL-739CD293
TXN-D7770C42,883.31,USD,CUST-1612,2024-04-13 02:28:00,failed,2011-CUST-FUNDS-EUR,2024-04-14 02:28:00,GL-1C9A21E1
TXN-A25AB260,134.42,EUR,CUST-9192,2024-03-19 06:21:00,refunded,2011-CUST-FUNDS-EUR,2024-03-20 06:21:00,GL-2E92A6CD
TXN-3D4360D7,3664.88,GBP,CUST-6084,2024-06-16 04:49:00,settled,2011-CUST-FUNDS-EUR,2024-06-17 04:49:00,GL-CE75FD40
TXN-68226169,4112.47,GBP,CUST-3174,2024-04-15 23:02:00,refunded,2011-CUST-FUNDS-EUR,2024-04-16 23:02:00,GL-EED2E2B8
TXN-1F67DB94,1944.07,GBP,CUST-2897,2024-01-03 09:59:00,settled,2011-CUST-FUNDS-EUR,2024-01-04 09:59:00,GL-3A098D1E
TXN-F541730B,3438.39,GBP,CUST-2426,2024-06-19 14:56:00,settled,2011-CUST-FUNDS-EUR,2024-06-20 14:56:00,GL-24580BF6
TXN-EF9772C3,524.48,USD,CUST-1368,2024-10-22 09:40:00,settled,2011-CUST-FUNDS-EUR,2024-10-23 09:40:00,GL-616E766E
TXN-0236FEEC,1611.19,USD,CUST-5695,2024-05-21 17:20:00,refunded,2011-CUST-FUNDS-EUR,2024-05-22 17:20:00,GL-2C8EBF6F
TXN-B2F10DC8,4791.91,GBP,CUST-9422,2024-02-22 06:34:00,settled,2011-CUST-FUNDS-EUR,2024-02-23 06:34:00,GL-4352010D
TXN-0976B110,2751.33,USD,CUST-3319,2024-12-26 09:36:00,settled,2011-CUST-FUNDS-EUR,2024-12-27 09:36:00,GL-24C749FA
TXN-49F125E3,864.66,USD,CUST-6549,2024-10-03 14:03:00,settled,2011-CUST-FUNDS-EUR,2024-10-04 14:03:00,GL-50088C83
TXN-B5204957,154.67,USD,CUST-2735,2024-07-15 01:05:00,refunded,2011-CUST-FUNDS-EUR,2024-07-16 01:05:00,GL-AE3A9A73
TXN-8A9E3577,1965.66,GBP,CUST-8304,2024-11-11 11:19:00,settled,2011-CUST-FUNDS-EUR,2024-11-12 11:19:00,GL-FBCBDC65
TXN-9A4DB452,4089.04,GBP,CUST-2286,2024-08-26 18:08:00,settled,2011-CUST-FUNDS-EUR,2024-08-27 18:08:00,GL-BC80B627
TXN-6BACFC0F,4066.13,EUR,CUST-2593,2024-08-21 09:43:00,refunded,2011-CUST-FUNDS-EUR,2024-08-22 09:43:00,GL-66C521F1
TXN-E0DA32AE,2358.02,USD,CUST-3354,2024-11-11 08:58:00,settled,2011-CUST-FUNDS-EUR,2024-11-12 08:58:00,GL-F0E85078
TXN-0EF3B255,1966.46,USD,CUST-6320,2024-08-20 15:01:00,settled,2011-CUST-FUNDS-EUR,2024-08-21 15:01:00,GL-87496F98
TXN-E121214B,2381.92,USD,CUST-8842,2024-08-24 05:18:00,settled,2011-CUST-FUNDS-EUR,2024-08-25 05:18:00,GL-E3961E04
TXN-E4CB89CD,3026.16,USD,CUST-9322,2024-02-22 12:52:00,settled,2011-CUST-FUNDS-EUR,2024-02-23 12:52:00,GL-F3DFD730
TXN-1C6D742C,1636.09,USD,CUST-5949,2024-09-29 14:25:00,failed,2011-CUST-FUNDS-EUR,2024-09-30 14:25:00,GL-43EF41F6
TXN-21ABB7A2,2073.08,GBP,CUST-4992,2024-10-07 05:30:00,refunded,2011-CUST-FUNDS-EUR,2024-10-08 05:30:00,GL-7EBECFAF
TXN-B7C74507,339.64,USD,CUST-8063,2024-08-10 18:50:00,settled,2011-CUST-FUNDS-EUR,2024-08-11 18:50:00,GL-479D94E1
TXN-F2573FC7,2727.19,USD,CUST-3835,2024-12-05 21:04:00,failed,2011-CUST-FUNDS-EUR,2024-12-06 21:04:00,GL-254E5476
TXN-65FDD36B,4185.37,USD,CUST-8584,2024-06-15 17:06:00,refunded,2011-CUST-FUNDS-EUR,2024-06-16 17:06:00,GL-90F8A4C2
TXN-8DF3D5A6,889.11,EUR,CUST-2140,2024-11-02 03:43:00,failed,2011-CUST-FUNDS-EUR,2024-11-03 03:43:00,GL-8EC3A77D
TXN-57E1A46D,3859.0,EUR,CUST-6364,2024-09-10 20:42:00,settled,2011-CUST-FUNDS-EUR,2024-09-11 20:42:00,GL-2EBF3EB6
TXN-3AF5FD44,461.76,USD,CUST-1003,2024-03-16 21:09:00,refunded,2011-CUST-FUNDS-EUR,2024-03-17 21:09:00,GL-2E556F94
TXN-09EF0706,2660.97,EUR,CUST-8326,2024-04-10 06:43:00,settled,2011-CUST-FUNDS-EUR,2024-04-11 06:43:00,GL-BFDF2529
TXN-5F7412CE,1505.68,USD,CUST-8122,2024-06-25 02:37:00,settled,2011-CUST-FUNDS-EUR,2024-06-26 02:37:00,GL-CA5C98AE
TXN-55CE45B4,3061.34,GBP,CUST-7622,2024-03-06 09:03:00,settled,2011-CUST-FUNDS-EUR,2024-03-07 09:03:00,GL-42123D46
TXN-4BE633AF,4506.37,USD,CUST-1013,2024-12-26 17:52:00,settled,2011-CUST-FUNDS-EUR,2024-12-27 17:52:00,GL-1BF54CD0
TXN-CFB08650,557.39,USD,CUST-1510,2024-04-30 13:44:00,failed,2011-CUST-FUNDS-EUR,2024-05-01 13:44:00,GL-4F8E0A79
TXN-851F0C52,1977.4,USD,CUST-7271,2024-07-26 12:27:00,failed,2011-CUST-FUNDS-EUR,2024-07-27 12:27:00,GL-285D85D1
TXN-0A4DB0F2,1063.97,USD,CUST-8780,2024-03-12 06:35:00,refunded,2011-CUST-FUNDS-EUR,2024-03-13 06:35:00,GL-9B5761C4
TXN-73185D12,4218.21,USD,CUST-7835,2024-03-19 09:55:00,settled,2011-CUST-FUNDS-EUR,2024-03-20 09:55:00,GL-C68F8F7F
TXN-02F4559E,680.04,USD,CUST-1257,2024-03-14 23:56:00,refunded,2011-CUST-FUNDS-EUR,2024-03-15 23:56:00,GL-FBFC6511
TXN-C2118EA8,4302.16,GBP,CUST-7974,2024-11-15 05:29:00,failed,2011-CUST-FUNDS-EUR,2024-11-16 05:29:00,GL-88B62131
TXN-525F1053,2126.38,EUR,CUST-7303,2024-06-30 07:11:00,refunded,2011-CUST-FUNDS-EUR,2024-07-01 07:11:00,GL-DB5B54E2
TXN-7F8FC0F5,3026.82,GBP,CUST-9161,2024-05-01 22:32:00,settled,2011-CUST-FUNDS-EUR,2024-05-02 22:32:00,GL-78E70B8D
TXN-7A6C85C0,2060.08,GBP,CUST-7012,2024-01-18 01:36:00,refunded,2011-CUST-FUNDS-EUR,2024-01-19 01:36:00,GL-05F02296
TXN-21B58B02,3527.36,USD,CUST-8889,2024-12-19 02:09:00,failed,2011-CUST-FUNDS-EUR,2024-12-20 02:09:00,GL-7BE78DB6
TXN-542F17C5,4918.06,USD,CUST-8617,2024-09-21 02:33:00,failed,2011-CUST-FUNDS-EUR,2024-09-22 02:33:00,GL-68095C80
TXN-D9DA2793,451.35,EUR,CUST-2279,2024-12-16 20:34:00,failed,2011-CUST-FUNDS-EUR,2024-12-17 20:34:00,GL-20062F2B
TXN-8AEE99C4,1569.37,USD,CUST-6628,2024-09-30 00:30:00,refunded,2011-CUST-FUNDS-EUR,2024-10-01 00:30:00,GL-88300D36
TXN-3BF5FBC1,2568.19,EUR,CUST-6431,2024-08-03 11:51:00,settled,2011-CUST-FUNDS-EUR,2024-08-04 11:51:00,GL-8AD155E1
TXN-BE0FB772,1453.15,USD,CUST-5981,2024-10-15 08:03:00,refunded,2011-CUST-FUNDS-EUR,2024-10-16 08:03:00,GL-EB00F821
TXN-02AA6139,2894.92,GBP,CUST-1845,2024-12-02 09:51:00,failed,2011-CUST-FUNDS-EUR,2024-12-03 09:51:00,GL-83932492
TXN-05D63A7B,146.22,EUR,CUST-2351,2024-03-05 16:04:00,settled,2011-CUST-FUNDS-EUR,2024-03-06 16:04:00,GL-3E5BCF95
TXN-886064BC,1267.73,GBP,CUST-5603,2024-05-20 08:00:00,settled,2011-CUST-FUNDS-EUR,2024-05-21 08:00:00,GL-146DBC7E
TXN-6319C44A,3023.07,GBP,CUST-3476,2024-12-03 14:23:00,settled,2011-CUST-FUNDS-EUR,2024-12-04 14:23:00,GL-B047227D
TXN-B2FE2583,1313.65,USD,CUST-8944,2024-04-02 16:55:00,settled,2011-CUST-FUNDS-EUR,2024-04-03 16:55:00,GL-62468F59
TXN-B93483BB,1720.81,USD,CUST-3376,2024-10-31 04:53:00,refunded,2011-CUST-FUNDS-EUR,2024-11-01 04:53:00,GL-C089748B
TXN-611C2BC1,3766.28,EUR,CUST-7277,2024-05-01 21:28:00,settled,2011-CUST-FUNDS-EUR,2024-05-02 21:28:00,GL-C6174151
TXN-4E4AF322,1062.18,USD,CUST-1890,2024-11-24 08:48:00,settled,2011-CUST-FUNDS-EUR,2024-11-25 08:48:00,GL-AE3AA95E
TXN-4A95ED8D,272.09,EUR,CUST-7533,2024-08-31 09:30:00,failed,2011-CUST-FUNDS-EUR,2024-09-01 09:30:00,GL-2272C86D
TXN-8689D59C,1175.97,EUR,CUST-8775,2024-05-14 04:33:00,refunded,2011-CUST-FUNDS-EUR,2024-05-15 04:33:00,GL-C2E8D6CA
TXN-E9041106,69.2,EUR,CUST-7258,2024-12-13 10:33:00,settled,2011-CUST-FUNDS-EUR,2024-12-14 10:33:00,GL-BCC0117E
TXN-1B2C217F,495.85,GBP,CUST-6797,2024-08-09 19:58:00,settled,2011-CUST-FUNDS-EUR,2024-08-10 19:58:00,GL-52A521DD
TXN-0E0B43A2,1681.49,USD,CUST-2610,2024-05-10 20:37:00,refunded,2011-CUST-FUNDS-EUR,2024-05-11 20:37:00,GL-B68FE869
TXN-AB77173B,2310.93,USD,CUST-4193,2024-09-23 10:43:00,settled,2011-CUST-FUNDS-EUR,2024-09-24 10:43:00,GL-A0C02003
TXN-21AEACA9,1573.22,USD,CUST-1138,2024-02-04 00:26:00,settled,2011-CUST-FUNDS-EUR,2024-02-05 00:26:00,GL-A8FBAE0C
TXN-B6A3E091,2631.07,EUR,CUST-6759,2024-04-22 23:18:00,settled,2011-CUST-FUNDS-EUR,2024-04-23 23:18:00,GL-C7B18B3A
TXN-EE6FF94A,973.47,USD,CUST-2506,2024-01-30 19:42:00,settled,2011-CUST-FUNDS-EUR,2024-01-31 19:42:00,GL-98186E14
TXN-623F0C1F,4752.94,USD,CUST-2965,2024-02-14 19:08:00,refunded,2011-CUST-FUNDS-EUR,2024-02-15 19:08:00,GL-97E5BD88
TXN-2B10F2B1,3285.41,GBP,CUST-4027,2024-02-26 22:11:00,settled,2011-CUST-FUNDS-EUR,2024-02-27 22:11:00,GL-65FD6CBE
TXN-6F5F6E97,1479.9,USD,CUST-8429,2024-05-21 13:44:00,settled,2011-CUST-FUNDS-EUR,2024-05-22 13:44:00,GL-061CBF63
