transaction_id,amount,currency,customer_id,created_at,status,adyen_psp_reference,merchant_account,value_in_cents,booking_date
TXN-35D3A755,1267.6,USD,CUST-6535,2024-03-18 01:20:00,failed,ADYEN-991066,MerchantAccountUSD,126759,2024-03-19 01:20:00
TXN-2DCF23E2,2580.03,USD,CUST-7778,2024-01-09 10:39:00,failed,ADYEN-746615,MerchantAccountUSD,258003,2024-01-10 10:39:00
TXN-A6AAFC3C,3895.6,USD,CUST-2681,2024-04-17 19:34:00,settled,ADYEN-924340,MerchantAccountUSD,389560,2024-04-18 19:34:00
TXN-A1D055D5,3743.05,USD,CUST-8703,2024-07-29 23:21:00,refunded,ADYEN-586729,MerchantAccountUSD,374305,2024-07-30 23:21:00
TXN-9A298407,1467.26,USD,CUST-6670,2024-10-13 21:54:00,failed,ADYEN-436024,MerchantAccountUSD,146726,2024-10-14 21:54:00
TXN-ABD5DC31,1069.18,USD,CUST-7258,2024-05-09 08:30:00,settled,ADYEN-311856,MerchantAccountUSD,106918,2024-05-10 08:30:00
TXN-DF907F43,3441.97,EUR,CUST-8816,2024-06-02 00:49:00,refunded,ADYEN-206672,MerchantAccountUSD,344197,2024-06-03 00:49:00
TXN-CE287E6F,4663.09,EUR,CUST-9804,2024-06-23 04:16:00,failed,ADYEN-618325,MerchantAccountUSD,466309,2024-06-24 04:16:00
TXN-FF108B1E,1172.44,USD,CUST-9749,2024-03-20 12:10:00,refunded,ADYEN-443247,MerchantAccountUSD,117244,2024-03-21 12:10:00
TXN-D3D1475C,813.62,USD,CUST-6128,2024-12-19 00:59:00,settled,ADYEN-237649,MerchantAccountUSD,81362,2024-12-20 00:59:00
TXN-6EF51CCE,1834.87,GBP,CUST-3936,2024-07-31 07:10:00,settled,ADYEN-956910,MerchantAccountUSD,183487,2024-08-01 07:10:00
TXN-60A55E15,1351.28,USD,CUST-8454,2024-05-17 00:14:00,settled,ADYEN-965097,MerchantAccountUSD,135128,2024-05-18 00:14:00
TXN-185CD292,2211.61,EUR,CUST-3891,2024-11-11 18:03:00,settled,ADYEN-672851,MerchantAccountUSD,221161,2024-11-12 18:03:00
TXN-08427D41,2292.86,EUR,CUST-7395,2024-07-24 15:22:00,settled,ADYEN-493876,MerchantAccountUSD,229286,2024-07-25 15:22:00
TXN-E24338FA,2995.11,USD,CUST-5210,2024-09-09 03:26:00,settled,ADYEN-204909,MerchantAccountUSD,299511,2024-09-10 03:26:00
TXN-F102CF66,4548.27,GBP,CUST-8394,2024-07-26 22:03:00,settled,ADYEN-934509,MerchantAccountUSD,454827,2024-07-27 22:03:00
TXN-D82E9B9C,2579.11,USD,CUST-1210,2024-05-04 17:00:00,refunded,ADYEN-293912,MerchantAccountUSD,257911,2024-05-05 17:00:00
TXN-F8C99833,1136.59,EUR,CUST-5584,2024-06-14 14:02:00,settled,ADYEN-792961,MerchantAccountUSD,113658,2024-06-15 14:02:00
TXN-53E59330,2064.16,USD,CUST-5263,2024-07-17 15:16:00,failed,ADYEN-266265,MerchantAccountUSD,206416,2024-07-18 15:16:00
TXN-BDF87920,4239.0,GBP,CUST-5333,2024-01-23 23:29:00,failed,ADYEN-367778,MerchantAccountUSD,423900,2024-01-24 23:29:00
TXN-23889137,3676.46,USD,CUST-3225,2024-08-20 22:56:00,failed,ADYEN-124142,MerchantAccountUSD,367646,2024-08-21 22:56:00
TXN-474F6D3F,3735.05,EUR,CUST-7390,2024-11-04 00:33:00,settled,ADYEN-772181,MerchantAccountUSD,373505,2024-11-05 00:33:00
TXN-9CCEDFEB,1325.81,USD,CUST-8203,2024-10-11 22:26:00,refunded,ADYEN-803321,MerchantAccountUSD,132581,2024-10-12 22:26:00
TXN-9F368ED9,793.17,GBP,CUST-9743,2024-11-29 02:42:00,settled,ADYEN-149339,MerchantAccountUSD,79317,2024-11-30 02:42:00
TXN-2690439D,521.58,EUR,CUST-8944,2024-01-22 05:18:00,settled,ADYEN-134504,MerchantAccountUSD,52158,2024-01-23 05:18:00
TXN-343C7F6C,3312.55,GBP,CUST-8732,2024-10-16 16:49:00,refunded,ADYEN-241268,MerchantAccountUSD,331255,2024-10-17 16:49:00
TXN-8394CA1D,1375.24,USD,CUST-5819,2024-08-19 04:08:00,refunded,ADYEN-427980,MerchantAccountUSD,137524,2024-08-20 04:08:00
TXN-73BCD146,1102.75,GBP,CUST-9029,2024-10-04 16:19:00,refunded,ADYEN-701748,MerchantAccountUSD,110275,2024-10-05 16:19:00
TXN-160B0FBB,284.02,USD,CUST-3243,2024-12-22 08:52:00,refunded,ADYEN-306907,MerchantAccountUSD,28402,2024-12-23 08:52:00
TXN-C986597F,3137.73,EUR,CUST-9864,2024-01-19 19:04:00,settled,ADYEN-618010,MerchantAccountUSD,313773,2024-01-20 19:04:00
TXN-29ECF32A,3787.33,USD,CUST-5838,2024-12-18 14:21:00,refunded,ADYEN-979921,MerchantAccountUSD,378733,2024-12-19 14:21:00
TXN-CBF633FA,3908.35,USD,CUST-1508,2024-05-06 06:53:00,settled,ADYEN-843172,MerchantAccountUSD,390835,2024-05-07 06:53:00
TXN-BBBF5CDA,3083.81,USD,CUST-3877,2024-04-09 10:53:00,settled,ADYEN-450345,MerchantAccountUSD,308381,2024-04-10 10:53:00
TXN-0E7EC692,1876.82,GBP,CUST-2776,2024-08-20 12:38:00,refunded,ADYEN-998180,MerchantAccountUSD,187682,2024-08-21 12:38:00
TXN-E1FD57D2,3109.92,USD,CUST-2323,2024-01-14 06:51:00,failed,ADYEN-665929,MerchantAccountUSD,310992,2024-01-15 06:51:00
TXN-4B3D5241,4915.02,USD,CUST-6069,2024-10-23 16:56:00,settled,ADYEN-187694,MerchantAccountUSD,491502,2024-10-24 16:56:00
TXN-409947F8,333.33,USD,CUST-1470,2024-06-07 16:48:00,refunded,ADYEN-658934,MerchantAccountUSD,33333,2024-06-08 16:48:00
TXN-B9DC7F23,4947.66,USD,CUST-3769,2024-04-05 17:58:00,failed,ADYEN-339042,MerchantAccountUSD,494766,2024-04-06 17:58:00
TXN-E73ADCFB,2679.35,EUR,CUST-8521,2024-01-01 23:30:00,settled,ADYEN-460351,MerchantAccountUSD,267935,2024-01-02 23:30:00
TXN-56F9E140,4177.57,USD,CUST-4441,2024-10-19 02:01:00,settled,ADYEN-140163,MerchantAccountUSD,417757,2024-10-20 02:01:00
TXN-5CF6F963,1862.43,USD,CUST-6679,2024-05-25 19:35:00,settled,ADYEN-770084,MerchantAccountUSD,186243,2024-05-26 19:35:00
TXN-84BF971C,1990.19,USD,CUST-2758,2024-09-04 14:38:00,settled,ADYEN-147304,MerchantAccountUSD,199019,2024-09-05 14:38:00
TXN-8B7612A4,3565.63,EUR,CUST-5909,2024-03-11 06:45:00,settled,ADYEN-294030,MerchantAccountUSD,356563,2024-03-12 06:45:00
TXN-508CB418,200.3,USD,CUST-7446,2024-02-01 13:29:00,settled,ADYEN-252443,MerchantAccountUSD,20030,2024-02-02 13:29:00
TXN-70FA0A8B,4375.68,GBP,CUST-9282,2024-09-24 21:24:00,refunded,ADYEN-687870,MerchantAccountUSD,437568,2024-09-25 21:24:00
TXN-98DEE929,4936.58,USD,CUST-1368,2024-07-01 14:51:00,settled,ADYEN-595920,MerchantAccountUSD,493658,2024-07-02 14:51:00
TXN-EF77BD5B,426.97,USD,CUST-6993,2024-09-10 19:51:00,failed,ADYEN-882597,MerchantAccountUSD,42697,2024-09-11 19:51:00
TXN-28EFFC10,2531.22,USD,CUST-3685,2024-01-17 01:41:00,settled,ADYEN-380353,MerchantAccountUSD,253121,2024-01-18 01:41:00
TXN-B35C614E,4786.43,USD,CUST-8304,2024-04-19 05:20:00,refunded,ADYEN-113402,MerchantAccountUSD,478643,2024-04-20 05:20:00
TXN-7E639D67,3112.93,USD,CUST-7363,2024-11-06 14:50:00,settled,ADYEN-803568,MerchantAccountUSD,311293,2024-11-07 14:50:00
TXN-524CB913,2415.54,USD,CUST-5784,2024-08-05 19:21:00,settled,ADYEN-656289,MerchantAccountUSD,241554,2024-08-06 19:21:00
TXN-3C72FDD3,308.77,USD,CUST-5028,2024-02-05 21:07:00,refunded,ADYEN-720020,MerchantAccountUSD,30877,2024-02-06 21:07:00
TXN-5115D68D,1395.2,USD,CUST-8989,2024-10-22 03:07:00,refunded,ADYEN-614878,MerchantAccountUSD,139520,2024-10-23 03:07:00
TXN-A610541C,4845.24,USD,CUST-4735,2024-05-10 16:53:00,settled,ADYEN-490044,MerchantAccountUSD,484524,2024-05-11 16:53:00
TXN-07389920,2135.29,USD,CUST-8983,2024-05-29 07:33:00,settled,ADYEN-776402,MerchantAccountUSD,213529,2024-05-30 07:33:00
TXN-544C5FC1,3872.41,USD,CUST-5414,2024-08-01 19:41:00,settled,ADYEN-611984,MerchantAccountUSD,387241,2024-08-02 19:41:00
TXN-3F31F93E,699.71,USD,CUST-9359,2024-06-21 23:57:00,settled,ADYEN-837454,MerchantAccountUSD,69971,2024-06-22 23:57:00
TXN-86650C8C,1815.79,USD,CUST-9284,2024-02-09 11:41:00,refunded,ADYEN-641905,MerchantAccountUSD,181579,2024-02-10 11:41:00
TXN-7B4399E9,3606.1,USD,CUST-8720,2024-03-05 22:22:00,failed,ADYEN-857603,MerchantAccountUSD,360610,2024-03-06 22:22:00
TXN-32DE7B6D,2472.78,USD,CUST-4068,2024-01-31 08:46:00,settled,ADYEN-373873,MerchantAccountUSD,247278,2024-02-01 08:46:00
TXN-436DE140,3330.95,USD,CUST-9399,2024-04-12 15:28:00,refunded,ADYEN-242978,MerchantAccountUSD,333095,2024-04-13 15:28:00
TXN-DF5F243E,3242.07,USD,CUST-9165,2024-05-29 16:45:00,settled,ADYEN-340035,MerchantAccountUSD,324207,2024-05-30 16:45:00
TXN-BA75B746,109.16,USD,CUST-9743,2024-09-16 00:45:00,failed,ADYEN-463238,MerchantAccountUSD,10916,2024-09-17 00:45:00
TXN-B39DB5DF,3623.74,GBP,CUST-7073,2024-08-12 05:35:00,settled,ADYEN-185007,MerchantAccountUSD,362374,2024-08-13 05:35:00
TXN-E6ECEB9B,2150.21,EUR,CUST-7369,2024-02-19 03:30:00,refunded,ADYEN-758793,MerchantAccountUSD,215021,2024-02-20 03:30:00
TXN-F0A8FAC2,4355.5,GBP,CUST-5699,2024-02-25 17:18:00,settled,ADYEN-688486,MerchantAccountUSD,435550,2024-02-26 17:18:00
TXN-ABA6DF35,335.99,USD,CUST-2274,2024-09-30 09:04:00,refunded,ADYEN-806335,MerchantAccountUSD,33599,2024-10-01 09:04:00
TXN-E6CD4F56,1136.1,USD,CUST-1860,2024-02-21 13:21:00,refunded,ADYEN-139885,MerchantAccountUSD,113609,2024-02-22 13:21:00
TXN-04930675,1185.84,USD,CUST-9686,2024-02-18 19:23:00,failed,ADYEN-841943,MerchantAccountUSD,118583,2024-02-19 19:23:00
TXN-ED0377DB,895.73,EUR,CUST-9401,2024-11-26 19:01:00,failed,ADYEN-974536,MerchantAccountUSD,89573,2024-11-27 19:01:00
TXN-ABC13B95,2130.86,USD,CUST-4863,2024-11-04 06:43:00,settled,ADYEN-267869,MerchantAccountUSD,213086,2024-11-05 06:43:00
TXN-F72A03AA,793.32,EUR,CUST-6146,2024-02-25 08:29:00,settled,ADYEN-943658,MerchantAccountUSD,79332,2024-02-26 08:29:00
TXN-F888BED9,2494.82,USD,CUST-1895,2024-01-13 12:39:00,failed,ADYEN-554891,MerchantAccountUSD,249482,2024-01-14 12:39:00
TXN-044C5B7A,36.2,USD,CUST-1311,2024-05-11 06:53:00,settled,ADYEN-425888,MerchantAccountUSD,3620,2024-05-12 06:53:00
TXN-C088F3C8,3422.94,USD,CUST-9833,2024-07-01 18:09:00,settled,ADYEN-290050,MerchantAccountUSD,342294,2024-07-02 18:09:00
TXN-6F04CC37,521.72,EUR,CUST-3286,2024-06-07 17:27:00,settled,ADYEN-215918,MerchantAccountUSD,52172,2024-06-08 17:27:00
TXN-FC19B23F,4845.49,USD,CUST-3646,2024-07-18 14:30:00,settled,ADYEN-766857,MerchantAccountUSD,484549,2024-07-19 14:30:00
TXN-302F1DF5,1234.13,EUR,CUST-6592,2024-05-26 16:10:00,settled,ADYEN-416226,MerchantAccountUSD,123413,2024-05-27 16:10:00
TXN-C23FBC54,4382.74,GBP,CUST-8590,2024-05-03 01:53:00,failed,ADYEN-713848,MerchantAccountUSD,438274,2024-05-04 01:53:00
TXN-65DB54C6,2349.18,USD,CUST-4571,2024-03-06 09:49:00,failed,ADYEN-246261,MerchantAccountUSD,234917,2024-03-07 09:49:00
TXN-1765B11B,2975.55,GBP,CUST-5739,2024-04-16 02:01:00,failed,ADYEN-658346,MerchantAccountUSD,297555,2024-04-17 02:01:00
TXN-30288755,2083.35,USD,CUST-4092,2024-07-27 10:32:00,refunded,ADYEN-843551,MerchantAccountUSD,208335,2024-07-28 10:32:00
TXN-E0EE05B2,4442.29,USD,CUST-6106,2024-05-29 03:22:00,settled,ADYEN-635330,MerchantAccountUSD,444229,2024-05-30 03:22:00
TXN-5DC29C7C,401.88,USD,CUST-5935,2024-03-16 01:53:00,settled,ADYEN-411376,MerchantAccountUSD,40188,2024-03-17 01:53:00
TXN-3CA1E502,2181.68,GBP,CUST-5185,2024-05-10 17:45:00,settled,ADYEN-176176,MerchantAccountUSD,218167,2024-05-11 17:45:00
TXN-8C4F710A,649.52,GBP,CUST-8314,2024-06-06 16:21:00,refunded,ADYEN-506486,MerchantAccountUSD,64952,2024-06-07 16:21:00
TXN-84005DE3,3112.75,EUR,CUST-3300,2024-10-31 13:28:00,settled,ADYEN-857018,MerchantAccountUSD,311275,2024-11-01 13:28:00
TXN-FB8FA9E9,4704.03,USD,CUST-3606,2024-08-25 22:07:00,settled,ADYEN-343823,MerchantAccountUSD,470403,2024-08-26 22:07:00
TXN-6ECBC3F7,630.24,EUR,CUST-3544,2024-06-18 02:11:00,settled,ADYEN-843934,MerchantAccountUSD,63024,2024-06-19 02:11:00
TXN-45E19A6C,4045.17,USD,CUST-1433,2024-01-03 18:37:00,settled,ADYEN-391961,MerchantAccountUSD,404517,2024-01-04 18:37:00
TXN-E5E99F12,1901.63,USD,CUST-5230,2024-03-30 23:25:00,failed,ADYEN-399323,MerchantAccountUSD,190163,2024-03-31 23:25:00
TXN-9FAEA645,4054.46,USD,CUST-6692,2024-12-29 02:35:00,failed,ADYEN-615067,MerchantAccountUSD,405446,2024-12-30 02:35:00
TXN-9F31D880,2596.66,USD,CUST-1355,2024-08-06 02:16:00,settled,ADYEN-591100,MerchantAccountUSD,259666,2024-08-07 02:16:00
TXN-B58A26EF,4806.43,USD,CUST-1877,2024-07-07 06:41:00,settled,ADYEN-781539,MerchantAccountUSD,480643,2024-07-08 06:41:00
TXN-8008E936,4319.46,USD,CUST-4589,2024-04-16 18:21:00,refunded,ADYEN-720194,MerchantAccountUSD,431946,2024-04-17 18:21:00
TXN-867CE7D2,2168.06,GBP,CUST-3917,2024-09-27 10:20:00,settled,ADYEN-295989,MerchantAccountUSD,216806,2024-09-28 10:20:00
TXN-19480944,1955.12,USD,CUST-3614,2024-10-01 01:38:00,refunded,ADYEN-608474,MerchantAccountUSD,195512,2024-10-02 01:38:00
TXN-A301AD5E,1102.18,GBP,CUST-9350,2024-11-24 04:07:00,settled,ADYEN-773799,MerchantAccountUSD,110218,2024-11-25 04:07:00
TXN-AE7055DD,4324.61,USD,CUST-3697,2024-07-13 00:24:00,settled,ADYEN-751751,MerchantAccountUSD,432460,2024-07-14 00:24:00
TXN-6B14AF87,1338.79,GBP,CUST-9038,2024-03-11 05:57:00,settled,ADYEN-536287,MerchantAccountUSD,133879,2024-03-12 05:57:00
TXN-A7FA2E9F,4515.56,USD,CUST-1324,2024-09-08 21:36:00,refunded,ADYEN-741858,MerchantAccountUSD,451556,2024-09-09 21:36:00
TXN-2E33E972,3166.73,USD,CUST-6493,2024-05-05 04:09:00,settled,ADYEN-924864,MerchantAccountUSD,316673,2024-05-06 04:09:00
TXN-20A54428,2952.27,USD,CUST-8906,2024-05-21 13:50:00,failed,ADYEN-980136,MerchantAccountUSD,295227,2024-05-22 13:50:00
TXN-741BF5B3,3616.19,USD,CUST-7319,2024-06-28 22:45:00,settled,ADYEN-952755,MerchantAccountUSD,361619,2024-06-29 22:45:00
TXN-74048274,618.48,USD,CUST-5759,2024-10-03 23:31:00,settled,ADYEN-879868,MerchantAccountUSD,61848,2024-10-04 23:31:00
TXN-776A258E,4851.09,USD,CUST-9848,2024-01-12 15:42:00,settled,ADYEN-992522,MerchantAccountUSD,485109,2024-01-13 15:42:00
TXN-6FE44C5B,3301.66,GBP,CUST-8074,2024-04-02 14:01:00,settled,ADYEN-308384,MerchantAccountUSD,330166,2024-04-03 14:01:00
TXN-CD78E15D,3098.19,USD,CUST-9247,2024-02-11 19:36:00,refunded,ADYEN-747664,MerchantAccountUSD,309819,2024-02-12 19:36:00
TXN-0F7E0D5C,2244.68,GBP,CUST-1413,2024-06-06 20:19:00,failed,ADYEN-804365,MerchantAccountUSD,224467,2024-06-07 20:19:00
TXN-517CD2A7,4581.45,EUR,CUST-5917,2024-02-23 08:30:00,settled,ADYEN-959200,MerchantAccountUSD,458145,2024-02-24 08:30:00
TXN-A142B8D1,4268.03,USD,CUST-8473,2024-07-12 09:22:00,settled,ADYEN-258035,MerchantAccountUSD,426803,2024-07-13 09:22:00
TXN-32ACFCED,3791.31,USD,CUST-3901,2024-08-12 19:31:00,settled,ADYEN-106002,MerchantAccountUSD,379131,2024-08-13 19:31:00
TXN-F2573FC7,2727.19,USD,CUST-3835,2024-12-05 21:04:00,failed,ADYEN-462745,MerchantAccountUSD,272719,2024-12-06 21:04:00
TXN-FE1931BC,4598.41,USD,CUST-4340,2024-09-27 08:14:00,refunded,ADYEN-486609,MerchantAccountUSD,459841,2024-09-28 08:14:00
TXN-5C92E63C,338.42,USD,CUST-8912,2024-04-26 15:26:00,settled,ADYEN-968948,MerchantAccountUSD,33842,2024-04-27 15:26:00
TXN-DC4DDCB0,3517.18,USD,CUST-7352,2024-12-16 23:25:00,failed,ADYEN-184428,MerchantAccountUSD,351718,2024-12-17 23:25:00
TXN-8F37687B,4129.39,GBP,CUST-2642,2024-12-19 18:13:00,refunded,ADYEN-976380,MerchantAccountUSD,412939,2024-12-20 18:13:00
TXN-DD7BACB6,4772.63,GBP,CUST-9256,2024-09-07 03:27:00,settled,ADYEN-939670,MerchantAccountUSD,477263,2024-09-08 03:27:00
TXN-137040AE,2972.3,USD,CUST-2303,2024-03-26 15:02:00,settled,ADYEN-484648,MerchantAccountUSD,297230,2024-03-27 15:02:00
TXN-EBE1B396,1217.69,USD,CUST-7932,2024-07-12 02:28:00,failed,ADYEN-876788,MerchantAccountUSD,121769,2024-07-13 02:28:00
TXN-8D301EDE,4609.46,EUR,CUST-3148,2024-05-30 23:45:00,refunded,ADYEN-781555,MerchantAccountUSD,460946,2024-05-31 23:45:00
TXN-6D8B9343,3726.95,USD,CUST-7467,2024-03-09 06:17:00,settled,ADYEN-587907,MerchantAccountUSD,372695,2024-03-10 06:17:00
TXN-54BAFE9F,3628.39,USD,CUST-3472,2024-10-30 09:07:00,settled,ADYEN-105846,MerchantAccountUSD,362839,2024-10-31 09:07:00
TXN-B184B5C8,1059.86,EUR,CUST-9823,2024-02-22 12:22:00,settled,ADYEN-928673,MerchantAccountUSD,105985,2024-02-23 12:22:00
TXN-B4AAD8D7,4917.29,USD,CUST-4624,2024-10-04 14:03:00,refunded,ADYEN-363201,MerchantAccountUSD,491729,2024-10-05 14:03:00
TXN-7FEA9DA9,4523.97,USD,CUST-3985,2024-12-27 06:25:00,settled,ADYEN-952393,MerchantAccountUSD,452397,2024-12-28 06:25:00
TXN-3A6437E0,982.89,USD,CUST-2231,2024-04-20 21:28:00,settled,ADYEN-472247,MerchantAccountUSD,98289,2024-04-21 21:28:00
TXN-5A82CA3E,1751.14,GBP,CUST-2886,2024-07-07 07:09:00,settled,ADYEN-850858,MerchantAccountUSD,175114,2024-07-08 07:09:00
TXN-A10B502D,1654.43,USD,CUST-6561,2024-04-26 08:01:00,settled,ADYEN-297909,MerchantAccountUSD,165443,2024-04-27 08:01:00
TXN-22A7E48F,1511.25,EUR,CUST-5431,2024-10-27 08:02:00,settled,ADYEN-872578,MerchantAccountUSD,151125,2024-10-28 08:02:00
TXN-32B29A63,3027.25,USD,CUST-4681,2024-10-17 13:22:00,settled,ADYEN-875683,MerchantAccountUSD,302725,2024-10-18 13:22:00
TXN-9E0DB341,4180.11,USD,CUST-3687,2024-07-23 04:29:00,settled,ADYEN-342262,MerchantAccountUSD,418010,2024-07-24 04:29:00
TXN-B41D7B96,2757.83,USD,CUST-9016,2024-07-07 09:15:00,settled,ADYEN-111647,MerchantAccountUSD,275783,2024-07-08 09:15:00
TXN-1C573724,3826.42,GBP,CUST-1036,2024-07-05 06:47:00,refunded,ADYEN-403510,MerchantAccountUSD,382642,2024-07-06 06:47:00
TXN-5E2CB98D,4185.22,EUR,CUST-7160,2024-05-12 14:35:00,settled,ADYEN-329761,MerchantAccountUSD,418522,2024-05-13 14:35:00
TXN-A629B373,1268.04,EUR,CUST-8595,2024-03-22 01:50:00,settled,ADYEN-362299,MerchantAccountUSD,126804,2024-03-23 01:50:00
TXN-A2C2BB5C,1794.92,GBP,CUST-2738,2024-05-28 21:19:00,failed,ADYEN-753789,MerchantAccountUSD,179492,2024-05-29 21:19:00
TXN-F62F12C3,2172.55,GBP,CUST-6202,2024-04-07 17:42:00,settled,ADYEN-385685,MerchantAccountUSD,217255,2024-04-08 17:42:00
TXN-C4ADC572,1505.55,USD,CUST-3198,2024-11-04 17:13:00,failed,ADYEN-682227,MerchantAccountUSD,150555,2024-11-05 17:13:00
TXN-2082CA37,2603.24,USD,CUST-9561,2024-08-02 03:26:00,settled,ADYEN-217041,MerchantAccountUSD,260323,2024-08-03 03:26:00
TXN-4E3B1CD1,16.02,GBP,CUST-9388,2024-03-12 20:48:00,settled,ADYEN-479234,MerchantAccountUSD,1602,2024-03-13 20:48:00
TXN-C58F1441,555.76,USD,CUST-5916,2024-10-14 17:52:00,settled,ADYEN-694677,MerchantAccountUSD,55576,2024-10-15 17:52:00
TXN-A8622F67,2575.67,USD,CUST-7738,2024-05-07 16:41:00,settled,ADYEN-689666,MerchantAccountUSD,257567,2024-05-08 16:41:00
TXN-A6F90695,1099.53,GBP,CUST-7250,2024-11-18 20:11:00,settled,ADYEN-636362,MerchantAccountUSD,109953,2024-11-19 20:11:00
TXN-19615793,148.8,EUR,CUST-2255,2024-05-11 16:30:00,refunded,ADYEN-970051,MerchantAccountUSD,14880,2024-05-12 16:30:00
TXN-33587150,4359.74,USD,CUST-9873,2024-04-17 02:32:00,failed,ADYEN-249942,MerchantAccountUSD,435974,2024-04-18 02:32:00
TXN-A768974F,3426.72,USD,CUST-1081,2024-09-01 05:22:00,settled,ADYEN-824183,MerchantAccountUSD,342672,2024-09-02 05:22:00
TXN-504404BF,784.41,GBP,CUST-4507,2024-07-29 05:06:00,refunded,ADYEN-508060,MerchantAccountUSD,78441,2024-07-30 05:06:00
TXN-A7B478E4,1498.03,USD,CUST-8469,2024-09-23 19:33:00,settled,ADYEN-641588,MerchantAccountUSD,149803,2024-09-24 19:33:00
TXN-B9070C67,3017.66,USD,CUST-2571,2024-07-05 01:06:00,refunded,ADYEN-593299,MerchantAccountUSD,301766,2024-07-06 01:06:00
TXN-AEA2170A,4794.91,USD,CUST-4354,2024-06-20 17:55:00,settled,ADYEN-406940,MerchantAccountUSD,479491,2024-06-21 17:55:00
TXN-0A12922E,2984.84,EUR,CUST-1486,2024-04-14 03:35:00,settled,ADYEN-405257,MerchantAccountUSD,298484,2024-04-15 03:35:00
TXN-581D1C01,3022.22,USD,CUST-4750,2024-01-28 00:44:00,refunded,ADYEN-331200,MerchantAccountUSD,302222,2024-01-29 00:44:00
TXN-DF3F7EBF,938.97,EUR,CUST-1780,2024-05-22 04:13:00,settled,ADYEN-350657,MerchantAccountUSD,93897,2024-05-23 04:13:00
TXN-0DD8F99A,3614.92,USD,CUST-5139,2024-04-04 01:28:00,failed,ADYEN-805723,MerchantAccountUSD,361492,2024-04-05 01:28:00
TXN-1205F051,230.02,GBP,CUST-2274,2024-05-15 07:27:00,settled,ADYEN-616399,MerchantAccountUSD,23002,2024-05-16 07:27:00
TXN-A06517A9,2761.71,USD,CUST-5093,2024-03-19 09:12:00,refunded,ADYEN-316289,MerchantAccountUSD,276171,2024-03-20 09:12:00
TXN-347C9ED7,4618.41,USD,CUST-1293,2024-04-09 19:00:00,failed,ADYEN-216804,MerchantAccountUSD,461841,2024-04-10 19:00:00
TXN-62960802,2233.62,USD,CUST-4010,2024-02-02 09:36:00,failed,ADYEN-375943,MerchantAccountUSD,223362,2024-02-03 09:36:00
TXN-4CC53EB1,1964.72,USD,CUST-4312,2024-05-24 07:33:00,settled,ADYEN-761301,MerchantAccountUSD,196472,2024-05-25 07:33:00
TXN-AFBBDA90,4701.59,USD,CUST-9780,2024-04-14 02:40:00,settled,ADYEN-111868,MerchantAccountUSD,470159,2024-04-15 02:40:00
TXN-8BC7625E,2578.06,USD,CUST-1135,2024-03-14 16:22:00,settled,ADYEN-249714,MerchantAccountUSD,257806,2024-03-15 16:22:00
TXN-E0DA32AE,2358.02,USD,CUST-3354,2024-11-11 08:58:00,settled,ADYEN-738931,MerchantAccountUSD,235802,2024-11-12 08:58:00
TXN-BB17B624,2722.37,EUR,CUST-9089,2024-10-08 16:51:00,settled,ADYEN-122117,MerchantAccountUSD,272237,2024-10-09 16:51:00
TXN-5F7AF14D,4577.02,USD,CUST-5286,2024-11-16 23:16:00,settled,ADYEN-338337,MerchantAccountUSD,457702,2024-11-17 23:16:00
TXN-D6AB90B5,4412.02,USD,CUST-4401,2024-01-26 05:09:00,settled,ADYEN-121089,MerchantAccountUSD,441202,2024-01-27 05:09:00
TXN-B89EF737,3563.12,GBP,CUST-6822,2024-12-29 23:34:00,refunded,ADYEN-153112,MerchantAccountUSD,356312,2024-12-30 23:34:00
TXN-57E1A46D,3859.0,EUR,CUST-6364,2024-09-10 20:42:00,settled,ADYEN-671435,MerchantAccountUSD,385900,2024-09-11 20:42:00
TXN-AAA9E7D5,1448.98,USD,CUST-2791,2024-03-25 08:07:00,settled,ADYEN-211431,MerchantAccountUSD,144898,2024-03-26 08:07:00
TXN-86FC57C3,552.48,GBP,CUST-2296,2024-08-25 00:13:00,settled,ADYEN-929379,MerchantAccountUSD,55248,2024-08-26 00:13:00
TXN-037E4F66,4770.56,USD,CUST-4166,2024-02-04 16:34:00,refunded,ADYEN-820458,MerchantAccountUSD,477056,2024-02-05 16:34:00
TXN-C04A8683,1844.13,USD,CUST-4705,2024-08-07 17:49:00,failed,ADYEN-934913,MerchantAccountUSD,184413,2024-08-08 17:49:00
TXN-267711AB,4934.9,USD,CUST-1982,2024-07-09 08:40:00,failed,ADYEN-107780,MerchantAccountUSD,493489,2024-07-10 08:40:00
TXN-DF54F0EA,4750.33,USD,CUST-9201,2024-06-12 10:24:00,refunded,ADYEN-332869,MerchantAccountUSD,475033,2024-06-13 10:24:00
TXN-3E9CB1C2,987.67,GBP,CUST-5652,2024-03-11 13:33:00,settled,ADYEN-736720,MerchantAccountUSD,98767,2024-03-12 13:33:00
TXN-55C9D630,2652.7,USD,CUST-4583,2024-09-18 15:07:00,settled,ADYEN-195219,MerchantAccountUSD,265270,2024-09-19 15:07:00
TXN-E390B705,2093.92,USD,CUST-9425,2024-02-13 13:47:00,settled,ADYEN-173642,MerchantAccountUSD,209392,2024-02-14 13:47:00
TXN-F9F40D00,3801.47,USD,CUST-3044,2024-03-29 09:25:00,settled,ADYEN-221805,MerchantAccountUSD,380147,2024-03-30 09:25:00
